campaign_id,date,impressions,clicks,cost,conversions,ctr,cpc,cpa
Display_Programmatic,2026-03-14,18552,190,75.35,4,0.010241,0.3966,18.8375
Email_Newsletter,2026-03-14,10131,416,375.01,38,0.041062,0.9015,9.8687
Search_Google,2026-03-14,14176,837,1912.53,61,0.059043,2.285,31.353
Social_FB,2026-03-14,24708,560,496.58,11,0.022665,0.8868,45.1436
Social_IG,2026-03-14,11362,231,246.63,9,0.020331,1.0677,27.4033
Display_Programmatic,2026-03-15,41980,326,146.52,6,0.007766,0.4494,24.42
Email_Newsletter,2026-03-15,8190,244,109.91,26,0.029792,0.4505,4.2273
Search_Google,2026-03-15,16131,625,873.07,31,0.038745,1.3969,28.1635
Social_FB,2026-03-15,28434,319,478.18,16,0.011219,1.499,29.8862
Social_IG,2026-03-15,19323,178,104.48,5,0.009212,0.587,20.896
Display_Programmatic,2026-03-16,14140,107,84.99,1,0.007567,0.7943,84.99
Email_Newsletter,2026-03-16,8581,435,382.92,34,0.050693,0.8803,11.2624
Search_Google,2026-03-16,12813,618,993.99,43,0.048232,1.6084,23.116
Social_FB,2026-03-16,13975,232,225.35,7,0.016601,0.9713,32.1929
Social_IG,2026-03-16,20278,392,349.46,7,0.019331,0.8915,49.9229
Display_Programmatic,2026-03-17,20528,152,109.62,2,0.007405,0.7212,54.81
Email_Newsletter,2026-03-17,4008,172,125.59,9,0.042914,0.7302,13.9544
Search_Google,2026-03-17,12316,309,1055.56,20,0.025089,3.4161,52.778
Social_FB,2026-03-17,20765,313,243.06,9,0.015073,0.7765,27.0067
Social_IG,2026-03-17,8081,140,175.49,5,0.017325,1.2535,35.098
Display_Programmatic,2026-03-18,14117,151,150.14,1,0.010696,0.9943,150.14
Email_Newsletter,2026-03-18,5549,286,181.16,26,0.051541,0.6334,6.9677
Search_Google,2026-03-18,11171,470,1305.55,26,0.042073,2.7778,50.2135
Social_FB,2026-03-18,24737,303,449.56,7,0.012249,1.4837,64.2229
Social_IG,2026-03-18,12677,232,296.22,7,0.018301,1.2768,42.3171
Display_Programmatic,2026-03-19,39720,213,224.08,1,0.005363,1.052,224.08
Email_Newsletter,2026-03-19,3354,111,47.51,7,0.033095,0.428,6.7871
Search_Google,2026-03-19,9568,201,517.24,10,0.021008,2.5733,51.724
Social_FB,2026-03-19,28428,686,1123.35,18,0.024131,1.6375,62.4083
Social_IG,2026-03-19,17215,272,319.03,10,0.0158,1.1729,31.903
Display_Programmatic,2026-03-20,13589,155,136.75,2,0.011406,0.8823,68.375
Email_Newsletter,2026-03-20,8225,173,82.07,10,0.021033,0.4744,8.207
Search_Google,2026-03-20,6571,172,406.48,11,0.026176,2.3633,36.9527
Social_FB,2026-03-20,15254,405,347.01,8,0.02655,0.8568,43.3762
Social_IG,2026-03-20,19783,376,218.44,12,0.019006,0.581,18.2033
Display_Programmatic,2026-03-21,30993,309,162.37,6,0.00997,0.5255,27.0617
Email_Newsletter,2026-03-21,8178,272,143.17,29,0.03326,0.5264,4.9369
Search_Google,2026-03-21,7852,407,702.4,31,0.051834,1.7258,22.6581
Social_FB,2026-03-21,16354,361,470.32,12,0.022074,1.3028,39.1933
Social_IG,2026-03-21,18274,155,150.97,5,0.008482,0.974,30.194
Display_Programmatic,2026-03-22,42609,384,215.44,7,0.009012,0.561,30.7771
Email_Newsletter,2026-03-22,6403,171,113.85,11,0.026706,0.6658,10.35
Search_Google,2026-03-22,15619,489,939.37,28,0.031308,1.921,33.5489
Social_FB,2026-03-22,22011,441,676.6,20,0.020035,1.5342,33.83
Social_IG,2026-03-22,21981,196,247.69,3,0.008917,1.2637,82.5633
Display_Programmatic,2026-03-23,24431,279,187.77,2,0.01142,0.673,93.885
Email_Newsletter,2026-03-23,6483,167,115.38,11,0.02576,0.6909,10.4891
Search_Google,2026-03-23,11087,257,473.9,15,0.02318,1.844,31.5933
Social_FB,2026-03-23,22443,337,490.79,9,0.015016,1.4564,54.5322
Social_IG,2026-03-23,11077,173,167.04,4,0.015618,0.9655,41.76
Display_Programmatic,2026-03-24,25309,133,129.77,2,0.005255,0.9757,64.885
Email_Newsletter,2026-03-24,7115,369,250.45,25,0.051862,0.6787,10.018
Search_Google,2026-03-24,10368,521,610.32,20,0.050251,1.1714,30.516
Social_FB,2026-03-24,17620,335,369.28,9,0.019012,1.1023,41.0311
Social_IG,2026-03-24,17429,297,202.7,7,0.017041,0.6825,28.9571
Display_Programmatic,2026-03-25,38234,303,191.57,6,0.007925,0.6322,31.9283
Email_Newsletter,2026-03-25,4341,175,144.27,9,0.040313,0.8244,16.03
Search_Google,2026-03-25,4595,117,338.56,9,0.025462,2.8937,37.6178
Social_FB,2026-03-25,13319,359,553.3,13,0.026954,1.5412,42.5615
Social_IG,2026-03-25,20107,368,293.62,11,0.018302,0.7979,26.6927
Display_Programmatic,2026-03-26,15616,139,56.79,2,0.008901,0.4086,28.395
Email_Newsletter,2026-03-26,3561,164,66.81,14,0.046054,0.4074,4.7721
Search_Google,2026-03-26,8857,257,861.02,22,0.029017,3.3503,39.1373
Social_FB,2026-03-26,20355,323,483.88,6,0.015868,1.4981,80.6467
Social_IG,2026-03-26,9509,89,72.01,2,0.00936,0.8091,36.005
Display_Programmatic,2026-03-27,25905,96,86.56,2,0.003706,0.9017,43.28
Email_Newsletter,2026-03-27,10161,320,97.62,19,0.031493,0.3051,5.1379
Search_Google,2026-03-27,8381,252,566.54,17,0.030068,2.2482,33.3259
Social_FB,2026-03-27,21530,591,525.01,19,0.02745,0.8883,27.6321
Social_IG,2026-03-27,10383,87,69.01,3,0.008379,0.7932,23.0033
Display_Programmatic,2026-03-28,19471,87,95.16,1,0.004468,1.0938,95.16
Email_Newsletter,2026-03-28,8410,417,170.23,26,0.049584,0.4082,6.5473
Search_Google,2026-03-28,14745,543,1928.74,37,0.036826,3.552,52.1281
Social_FB,2026-03-28,18318,243,298.54,5,0.013266,1.2286,59.708
Social_IG,2026-03-28,8584,124,157.8,3,0.014445,1.2726,52.6
Display_Programmatic,2026-03-29,24800,136,78.01,1,0.005484,0.5736,78.01
Email_Newsletter,2026-03-29,9136,447,223.09,22,0.048927,0.4991,10.1405
Search_Google,2026-03-29,6105,148,347.15,8,0.024242,2.3456,43.3938
Social_FB,2026-03-29,26388,578,558.75,12,0.021904,0.9667,46.5625
Social_IG,2026-03-29,16537,350,286.37,6,0.021165,0.8182,47.7283
Display_Programmatic,2026-03-30,31975,306,148.44,5,0.00957,0.4851,29.688
Email_Newsletter,2026-03-30,4967,246,130.32,19,0.049527,0.5298,6.8589
Search_Google,2026-03-30,9508,225,309.1,12,0.023664,1.3738,25.7583
Social_FB,2026-03-30,15414,423,407.65,11,0.027443,0.9637,37.0591
Social_IG,2026-03-30,15236,321,358.49,13,0.021069,1.1168,27.5762
Display_Programmatic,2026-03-31,24709,151,154.44,2,0.006111,1.0228,77.22
Email_Newsletter,2026-03-31,7646,255,145.61,23,0.033351,0.571,6.3309
Search_Google,2026-03-31,9596,466,918.93,34,0.048562,1.972,27.0274
Social_FB,2026-03-31,20401,363,404.52,9,0.017793,1.1144,44.9467
Social_IG,2026-03-31,19161,307,173.87,7,0.016022,0.5664,24.8386
Display_Programmatic,2026-04-01,23323,239,110.06,2,0.010247,0.4605,55.03
Email_Newsletter,2026-04-01,4067,115,98.11,5,0.028276,0.8531,19.622
Search_Google,2026-04-01,6539,246,783.87,19,0.03762,3.1865,41.2563
Social_FB,2026-04-01,22305,600,706.8,14,0.0269,1.178,50.4857
Social_IG,2026-04-01,9391,147,96.4,4,0.015653,0.6558,24.1
Display_Programmatic,2026-04-02,28737,180,59.97,3,0.006264,0.3332,19.99
Email_Newsletter,2026-04-02,4877,194,65.6,20,0.039779,0.3381,3.28
Search_Google,2026-04-02,11409,233,435.48,18,0.020422,1.869,24.1933
Social_FB,2026-04-02,12057,309,295.4,15,0.025628,0.956,19.6933
Social_IG,2026-04-02,12571,174,231.42,3,0.013841,1.33,77.14
Display_Programmatic,2026-04-03,36145,217,154.77,3,0.006004,0.7132,51.59
Email_Newsletter,2026-04-03,7380,201,171.3,14,0.027236,0.8522,12.2357
Search_Google,2026-04-03,11299,376,1359.46,27,0.033277,3.6156,50.3504
Social_FB,2026-04-03,22894,321,486.6,8,0.014021,1.5159,60.825
Social_IG,2026-04-03,12089,129,135.88,2,0.010671,1.0533,67.94
Display_Programmatic,2026-04-04,27125,138,75.45,2,0.005088,0.5467,37.725
Email_Newsletter,2026-04-04,2857,124,60.06,13,0.043402,0.4844,4.62
Search_Google,2026-04-04,14595,862,1748.82,47,0.059061,2.0288,37.2089
Social_FB,2026-04-04,25493,378,393.38,11,0.014828,1.0407,35.7618
Social_IG,2026-04-04,15229,298,261.97,9,0.019568,0.8791,29.1078
Display_Programmatic,2026-04-05,29890,256,190.7,4,0.008565,0.7449,47.675
Email_Newsletter,2026-04-05,2876,101,31.87,7,0.035118,0.3155,4.5529
Search_Google,2026-04-05,7298,230,641.02,14,0.031515,2.787,45.7871
Social_FB,2026-04-05,21556,247,201.4,12,0.011459,0.8154,16.7833
Social_IG,2026-04-05,8564,89,107.22,2,0.010392,1.2047,53.61
Display_Programmatic,2026-04-06,22991,136,110.43,2,0.005915,0.812,55.215
Email_Newsletter,2026-04-06,8610,174,82.08,8,0.020209,0.4717,10.26
Search_Google,2026-04-06,16414,368,570.43,19,0.02242,1.5501,30.0226
Social_FB,2026-04-06,26980,524,563.33,14,0.019422,1.0751,40.2379
Social_IG,2026-04-06,16784,203,235.9,4,0.012095,1.1621,58.975
Display_Programmatic,2026-04-07,39103,281,111.94,2,0.007186,0.3984,55.97
Email_Newsletter,2026-04-07,8104,299,213.46,31,0.036895,0.7139,6.8858
Search_Google,2026-04-07,11165,669,1821.02,30,0.059919,2.722,60.7007
Social_FB,2026-04-07,10205,145,188.06,6,0.014209,1.297,31.3433
Social_IG,2026-04-07,21633,370,250.39,8,0.017103,0.6767,31.2988
Display_Programmatic,2026-04-08,18887,178,137.04,2,0.009424,0.7699,68.52
Email_Newsletter,2026-04-08,8571,353,286.64,24,0.041185,0.812,11.9433
Search_Google,2026-04-08,13247,332,1089.16,26,0.025062,3.2806,41.8908
Social_FB,2026-04-08,23871,511,535.87,22,0.021407,1.0487,24.3577
Social_IG,2026-04-08,19187,308,282.47,9,0.016053,0.9171,31.3856
Display_Programmatic,2026-04-09,37167,266,166.64,3,0.007157,0.6265,55.5467
Email_Newsletter,2026-04-09,3107,93,71.88,6,0.029932,0.7729,11.98
Search_Google,2026-04-09,12236,517,756.56,28,0.042252,1.4634,27.02
Social_FB,2026-04-09,17003,253,327.24,6,0.01488,1.2934,54.54
Social_IG,2026-04-09,12551,178,214.66,3,0.014182,1.206,71.5533
Display_Programmatic,2026-04-10,24301,178,77.1,1,0.007325,0.4331,77.1
Email_Newsletter,2026-04-10,8108,288,254.23,24,0.03552,0.8827,10.5929
Search_Google,2026-04-10,13897,489,1044.32,33,0.035187,2.1356,31.6461
Social_FB,2026-04-10,25664,421,260.88,11,0.016404,0.6197,23.7164
Social_IG,2026-04-10,8984,184,244.91,7,0.020481,1.331,34.9871
Display_Programmatic,2026-04-11,23600,226,103.41,3,0.009576,0.4576,34.47
Email_Newsletter,2026-04-11,9113,280,207.42,23,0.030725,0.7408,9.0183
Search_Google,2026-04-11,14040,602,1968.87,30,0.042877,3.2705,65.629
Social_FB,2026-04-11,28942,455,676.61,15,0.015721,1.4871,45.1073
Social_IG,2026-04-11,14466,143,95.83,5,0.009885,0.6701,19.166
Display_Programmatic,2026-04-12,31243,105,88.11,1,0.003361,0.8391,88.11
Email_Newsletter,2026-04-12,8221,352,315.19,20,0.042817,0.8954,15.7595
Search_Google,2026-04-12,10505,409,528.04,16,0.038934,1.2911,33.0025
Social_FB,2026-04-12,12365,246,211.55,9,0.019895,0.86,23.5056
Social_IG,2026-04-12,15961,249,140.95,4,0.015601,0.5661,35.2375
Display_Programmatic,2026-04-13,20387,206,158.73,2,0.010104,0.7705,79.365
Email_Newsletter,2026-04-13,3597,80,44.19,6,0.022241,0.5524,7.365
Search_Google,2026-04-13,10623,534,1298.39,32,0.050268,2.4314,40.5747
Social_FB,2026-04-13,21906,578,496.78,11,0.026385,0.8595,45.1618
Social_IG,2026-04-13,16611,327,459.36,8,0.019686,1.4048,57.42
Display_Programmatic,2026-04-14,18305,162,75.22,3,0.00885,0.4643,25.0733
Email_Newsletter,2026-04-14,3393,130,103.17,7,0.038314,0.7936,14.7386
Search_Google,2026-04-14,13172,504,1192.22,29,0.038263,2.3655,41.111
Social_FB,2026-04-14,10886,130,212.54,3,0.011942,1.6349,70.8467
Social_IG,2026-04-14,23376,476,430.61,12,0.020363,0.9046,35.8842
Display_Programmatic,2026-04-15,31630,144,117.4,3,0.004553,0.8153,39.1333
Email_Newsletter,2026-04-15,6324,258,231.67,13,0.040797,0.8979,17.8208
Search_Google,2026-04-15,7721,321,914.23,13,0.041575,2.8481,70.3254
Social_FB,2026-04-15,11898,276,184.1,7,0.023197,0.667,26.3
Social_IG,2026-04-15,24626,322,202.32,6,0.013076,0.6283,33.72
Display_Programmatic,2026-04-16,24782,165,138.73,2,0.006658,0.8408,69.365
Email_Newsletter,2026-04-16,4743,120,76.73,12,0.0253,0.6394,6.3942
Search_Google,2026-04-16,5117,305,692.46,16,0.059605,2.2704,43.2788
Social_FB,2026-04-16,25736,641,707.17,13,0.024907,1.1032,54.3977
Social_IG,2026-04-16,13842,180,132.96,4,0.013004,0.7387,33.24
Display_Programmatic,2026-04-17,33441,349,333.95,5,0.010436,0.9569,66.79
Email_Newsletter,2026-04-17,4581,131,46.41,14,0.028596,0.3543,3.315
Search_Google,2026-04-17,10276,287,677.09,14,0.027929,2.3592,48.3636
Social_FB,2026-04-17,22826,409,376.41,16,0.017918,0.9203,23.5256
Social_IG,2026-04-17,10423,111,140.7,3,0.01065,1.2676,46.9
Display_Programmatic,2026-04-18,14380,75,50.7,1,0.005216,0.676,50.7
Email_Newsletter,2026-04-18,5712,291,109.6,19,0.050945,0.3766,5.7684
Search_Google,2026-04-18,13567,315,490.13,19,0.023218,1.556,25.7963
Social_FB,2026-04-18,21444,456,336.03,17,0.021265,0.7369,19.7665
Social_IG,2026-04-18,9764,186,237.35,4,0.01905,1.2761,59.3375
Display_Programmatic,2026-04-19,44608,183,96.2,2,0.004102,0.5257,48.1
Email_Newsletter,2026-04-19,10266,454,136.18,45,0.044224,0.3,3.0262
Search_Google,2026-04-19,6675,358,479.12,18,0.053633,1.3383,26.6178
Social_FB,2026-04-19,18026,492,321.65,10,0.027294,0.6538,32.165
Social_IG,2026-04-19,12225,252,230.44,7,0.020613,0.9144,32.92
Display_Programmatic,2026-04-20,39588,293,116.33,2,0.007401,0.397,58.165
Email_Newsletter,2026-04-20,6884,301,179.7,26,0.043725,0.597,6.9115
Search_Google,2026-04-20,12231,265,748.75,23,0.021666,2.8255,32.5543
Social_FB,2026-04-20,31472,317,390.36,13,0.010072,1.2314,30.0277
Social_IG,2026-04-20,14293,197,191.71,6,0.013783,0.9731,31.9517
Display_Programmatic,2026-04-21,37189,356,248.16,4,0.009573,0.6971,62.04
Email_Newsletter,2026-04-21,6165,136,46.02,13,0.02206,0.3384,3.54
Search_Google,2026-04-21,12304,335,720.55,26,0.027227,2.1509,27.7135
Social_FB,2026-04-21,11670,253,241.75,11,0.02168,0.9555,21.9773
Social_IG,2026-04-21,21996,432,380.95,9,0.01964,0.8818,42.3278
Display_Programmatic,2026-04-22,17935,103,91.84,2,0.005743,0.8917,45.92
Email_Newsletter,2026-04-22,8784,358,127.17,32,0.040756,0.3552,3.9741
Search_Google,2026-04-22,7236,399,1449.0,34,0.055141,3.6316,42.6176
Social_FB,2026-04-22,23097,398,603.83,14,0.017232,1.5172,43.1307
Social_IG,2026-04-22,20625,387,225.05,16,0.018764,0.5815,14.0656
