campaign_id,date,impressions,clicks,cost,conversions,ctr,cpc,cpa,channel_type,day_of_week,month_name,week_number,quarter,performance_tier
Email_Newsletter,2026-01-21,5883,273,76.76,29,0.046404895461499236,0.2812,2.6469,Email,Wednesday,January,4,Q1,High
Search_Google,2026-01-21,10977,572,708.33,35,0.05210895508791109,1.2383,20.238,Search,Wednesday,January,4,Q1,High
Social_FB,2026-01-21,21011,456,261.47,21,0.021702917519394602,0.5734,12.451,Social,Wednesday,January,4,Q1,Medium
Social_IG,2026-01-21,9049,129,167.74,4,0.014255718863962869,1.3003,41.935,Social,Wednesday,January,4,Q1,Medium
Display_Programmatic,2026-01-22,32512,164,123.15,3,0.005044291338582677,0.7509,41.05,Display,Thursday,January,4,Q1,Low
Email_Newsletter,2026-01-22,3760,187,126.44,18,0.04973404255319149,0.6761,7.0244,Email,Thursday,January,4,Q1,High
Search_Google,2026-01-22,5160,113,230.74,7,0.021899224806201552,2.0419,32.9629,Search,Thursday,January,4,Q1,Medium
Social_FB,2026-01-22,17504,351,407.61,13,0.02005255941499086,1.1613,31.3546,Social,Thursday,January,4,Q1,Medium
Social_IG,2026-01-22,15266,146,139.22,5,0.009563736407703393,0.9536,27.844,Social,Thursday,January,4,Q1,Low
Display_Programmatic,2026-01-23,42400,345,226.91,5,0.008136792452830189,0.6577,45.382,Display,Friday,January,4,Q1,Low
Email_Newsletter,2026-01-23,6678,242,108.94,13,0.03623839472896077,0.4502,8.38,Email,Friday,January,4,Q1,High
Search_Google,2026-01-23,7095,291,945.67,11,0.041014799154334036,3.2497,85.97,Search,Friday,January,4,Q1,High
Social_FB,2026-01-23,20477,363,512.33,10,0.017727206133710992,1.4114,51.233,Social,Friday,January,4,Q1,Medium
Social_IG,2026-01-23,8305,74,74.24,3,0.008910295003010235,1.0032,24.7467,Social,Friday,January,4,Q1,Low
Display_Programmatic,2026-01-24,21975,119,112.78,1,0.005415244596131968,0.9477,112.78,Display,Saturday,January,4,Q1,Low
Email_Newsletter,2026-01-24,7372,303,122.85,34,0.041101465002712965,0.4054,3.6132,Email,Saturday,January,4,Q1,High
Search_Google,2026-01-24,13265,611,1757.49,53,0.046061062947606486,2.8764,33.1602,Search,Saturday,January,4,Q1,High
Social_FB,2026-01-24,25779,539,665.06,21,0.02090849140773498,1.2339,31.6695,Social,Saturday,January,4,Q1,Medium
Social_IG,2026-01-24,19411,339,266.12,6,0.017464324352171448,0.785,44.3533,Social,Saturday,January,4,Q1,Medium
Display_Programmatic,2026-01-25,37182,205,121.59,4,0.005513420472271529,0.5931,30.3975,Display,Sunday,January,4,Q1,Low
Email_Newsletter,2026-01-25,4110,132,108.44,11,0.032116788321167884,0.8215,9.8582,Email,Sunday,January,4,Q1,High
Search_Google,2026-01-25,8767,338,591.36,20,0.03855366716094445,1.7496,29.568,Search,Sunday,January,4,Q1,High
Social_FB,2026-01-25,16523,347,282.12,9,0.021001028868849483,0.813,31.3467,Social,Sunday,January,4,Q1,Medium
Social_IG,2026-01-25,11528,230,305.79,4,0.01995142262317835,1.3295,76.4475,Social,Sunday,January,4,Q1,Medium
Display_Programmatic,2026-01-26,14637,158,147.97,1,0.010794561727129877,0.9365,147.97,Display,Monday,January,5,Q1,Medium
Email_Newsletter,2026-01-26,5514,227,72.73,22,0.041167936162495464,0.3204,3.3059,Email,Monday,January,5,Q1,High
Search_Google,2026-01-26,9768,316,1225.77,25,0.03235053235053235,3.879,49.0308,Search,Monday,January,5,Q1,High
Social_FB,2026-01-26,21243,230,335.86,7,0.01082709598455962,1.4603,47.98,Social,Monday,January,5,Q1,Medium
Social_IG,2026-01-26,16236,226,309.73,6,0.013919684651391968,1.3705,51.6217,Social,Monday,January,5,Q1,Medium
Display_Programmatic,2026-01-27,17783,78,67.27,1,0.004386211550357083,0.8624,67.27,Display,Tuesday,January,5,Q1,Low
Email_Newsletter,2026-01-27,3756,84,26.8,7,0.022364217252396165,0.319,3.8286,Email,Tuesday,January,5,Q1,Medium
Search_Google,2026-01-27,5770,252,767.35,9,0.04367417677642981,3.045,85.2611,Search,Tuesday,January,5,Q1,High
Social_FB,2026-01-27,9803,172,108.72,7,0.017545649291033357,0.6321,15.5314,Social,Tuesday,January,5,Q1,Medium
Social_IG,2026-01-27,8828,163,184.0,4,0.018463978251019482,1.1288,46.0,Social,Tuesday,January,5,Q1,Medium
Display_Programmatic,2026-01-28,15277,77,53.84,1,0.005040256594881194,0.6992,53.84,Display,Wednesday,January,5,Q1,Low
Email_Newsletter,2026-01-28,7669,269,166.63,19,0.035076281131829444,0.6194,8.77,Email,Wednesday,January,5,Q1,High
Search_Google,2026-01-28,5636,210,392.68,15,0.03726046841731725,1.8699,26.1787,Search,Wednesday,January,5,Q1,High
Social_FB,2026-01-28,11295,212,129.44,8,0.01876936697653829,0.6106,16.18,Social,Wednesday,January,5,Q1,Medium
Social_IG,2026-01-28,19359,213,249.15,6,0.011002634433596777,1.1697,41.525,Social,Wednesday,January,5,Q1,Medium
Display_Programmatic,2026-01-29,26531,241,144.64,3,0.009083713391881196,0.6002,48.2133,Display,Thursday,January,5,Q1,Low
Email_Newsletter,2026-01-29,6627,262,101.13,14,0.03953523464614456,0.386,7.2236,Email,Thursday,January,5,Q1,High
Search_Google,2026-01-29,6211,282,387.63,15,0.04540331669618419,1.3746,25.842,Search,Thursday,January,5,Q1,High
Social_FB,2026-01-29,21958,368,360.8,9,0.0167592676928682,0.9804,40.0889,Social,Thursday,January,5,Q1,Medium
Social_IG,2026-01-29,19259,360,304.26,15,0.018692559322913964,0.8452,20.284,Social,Thursday,January,5,Q1,Medium
Display_Programmatic,2026-01-30,33564,213,149.76,2,0.00634608509116911,0.7031,74.88,Display,Friday,January,5,Q1,Low
Email_Newsletter,2026-01-30,3608,177,83.17,21,0.049057649667405764,0.4699,3.9605,Email,Friday,January,5,Q1,High
Search_Google,2026-01-30,7479,376,781.68,23,0.05027410081561706,2.0789,33.9861,Search,Friday,January,5,Q1,High
Social_FB,2026-01-30,17651,185,285.76,6,0.010480992578324175,1.5446,47.6267,Social,Friday,January,5,Q1,Medium
Social_IG,2026-01-30,17981,196,174.91,8,0.010900394861242422,0.8924,21.8638,Social,Friday,January,5,Q1,Medium
Display_Programmatic,2026-01-31,36369,425,263.87,6,0.011685776347988671,0.6209,43.9783,Display,Saturday,January,5,Q1,Medium
Email_Newsletter,2026-01-31,3627,199,149.35,11,0.05486628067273228,0.7505,13.5773,Email,Saturday,January,5,Q1,High
Search_Google,2026-01-31,5664,274,712.12,12,0.048375706214689264,2.599,59.3433,Search,Saturday,January,5,Q1,High
Social_FB,2026-01-31,15404,369,401.65,18,0.02395481693066736,1.0885,22.3139,Social,Saturday,January,5,Q1,Medium
Social_IG,2026-01-31,14837,277,249.74,10,0.018669542360315428,0.9016,24.974,Social,Saturday,January,5,Q1,Medium
Display_Programmatic,2026-02-01,35312,218,85.97,3,0.0061735387403715454,0.3944,28.6567,Display,Sunday,February,5,Q1,Low
Email_Newsletter,2026-02-01,3843,94,42.83,10,0.024460057246942495,0.4556,4.283,Email,Sunday,February,5,Q1,Medium
Search_Google,2026-02-01,6862,286,1130.46,14,0.04167881084232002,3.9527,80.7471,Search,Sunday,February,5,Q1,High
Social_FB,2026-02-01,15002,418,519.26,19,0.027862951606452472,1.2422,27.3295,Social,Sunday,February,5,Q1,Medium
Social_IG,2026-02-01,13327,193,137.98,7,0.014481878892473925,0.7149,19.7114,Social,Sunday,February,5,Q1,Medium
Display_Programmatic,2026-02-02,35651,372,311.52,6,0.010434489916131384,0.8374,51.92,Display,Monday,February,6,Q1,Medium
Email_Newsletter,2026-02-02,6055,332,85.86,16,0.05483071841453344,0.2586,5.3662,Email,Monday,February,6,Q1,High
Search_Google,2026-02-02,7875,272,957.42,20,0.03453968253968254,3.5199,47.871,Search,Monday,February,6,Q1,High
Social_FB,2026-02-02,16021,378,342.39,13,0.02359403283190812,0.9058,26.3377,Social,Monday,February,6,Q1,Medium
Social_IG,2026-02-02,18106,196,173.35,7,0.010825140837291506,0.8844,24.7643,Social,Monday,February,6,Q1,Medium
Display_Programmatic,2026-02-03,25716,226,141.03,4,0.008788303002022088,0.624,35.2575,Display,Tuesday,February,6,Q1,Low
Email_Newsletter,2026-02-03,4012,215,199.29,10,0.05358923230309073,0.9269,19.929,Email,Tuesday,February,6,Q1,High
Search_Google,2026-02-03,9077,431,1228.8,32,0.047482648452131765,2.851,38.4,Search,Tuesday,February,6,Q1,High
Social_FB,2026-02-03,25357,661,977.87,13,0.02606775249438025,1.4794,75.2208,Social,Tuesday,February,6,Q1,Medium
Social_IG,2026-02-03,21409,462,566.43,10,0.021579709467980757,1.226,56.643,Social,Tuesday,February,6,Q1,Medium
Display_Programmatic,2026-02-04,28373,261,153.15,2,0.009198886265111197,0.5868,76.575,Display,Wednesday,February,6,Q1,Low
Email_Newsletter,2026-02-04,3486,168,53.55,20,0.04819277108433735,0.3188,2.6775,Email,Wednesday,February,6,Q1,High
Search_Google,2026-02-04,8434,405,941.12,17,0.048019919373962536,2.3238,55.36,Search,Wednesday,February,6,Q1,High
Social_FB,2026-02-04,20337,220,255.06,6,0.01081772139450263,1.1594,42.51,Social,Wednesday,February,6,Q1,Medium
Social_IG,2026-02-04,11491,213,247.0,8,0.018536245757549388,1.1596,30.875,Social,Wednesday,February,6,Q1,Medium
Display_Programmatic,2026-02-05,19675,219,149.31,2,0.011130876747141041,0.6818,74.655,Display,Thursday,February,6,Q1,Medium
Email_Newsletter,2026-02-05,9221,500,247.85,45,0.05422405379026136,0.4957,5.5078,Email,Thursday,February,6,Q1,High
Search_Google,2026-02-05,7848,428,799.55,24,0.0545361875637105,1.8681,33.3146,Search,Thursday,February,6,Q1,High
Social_FB,2026-02-05,15843,406,305.75,16,0.025626459635170108,0.7531,19.1094,Social,Thursday,February,6,Q1,Medium
Social_IG,2026-02-05,16182,290,175.77,5,0.017921146953405017,0.6061,35.154,Social,Thursday,February,6,Q1,Medium
Display_Programmatic,2026-02-06,21026,230,199.0,4,0.010938837629601445,0.8652,49.75,Display,Friday,February,6,Q1,Medium
Email_Newsletter,2026-02-06,6992,140,38.14,12,0.02002288329519451,0.2724,3.1783,Email,Friday,February,6,Q1,Medium
Search_Google,2026-02-06,5905,152,290.97,12,0.025740897544453852,1.9143,24.2475,Search,Friday,February,6,Q1,Medium
Social_FB,2026-02-06,21140,524,654.03,19,0.02478713339640492,1.2481,34.4226,Social,Friday,February,6,Q1,Medium
Social_IG,2026-02-06,11759,133,107.47,3,0.011310485585508971,0.808,35.8233,Social,Friday,February,6,Q1,Medium
Display_Programmatic,2026-02-07,42094,481,196.82,7,0.011426806670784434,0.4092,28.1171,Display,Saturday,February,6,Q1,Medium
Email_Newsletter,2026-02-07,4770,160,105.35,15,0.033542976939203356,0.6584,7.0233,Email,Saturday,February,6,Q1,High
Search_Google,2026-02-07,10801,557,1382.87,47,0.05156929913896861,2.4827,29.4228,Search,Saturday,February,6,Q1,High
Social_FB,2026-02-07,24761,249,326.35,6,0.010056136666532047,1.3106,54.3917,Social,Saturday,February,6,Q1,Medium
Social_IG,2026-02-07,15893,311,339.62,6,0.019568363430441073,1.092,56.6033,Social,Saturday,February,6,Q1,Medium
Display_Programmatic,2026-02-08,14809,72,42.36,1,0.00486190829900736,0.5883,42.36,Display,Sunday,February,6,Q1,Low
Email_Newsletter,2026-02-08,7199,191,103.14,17,0.026531462703153215,0.54,6.0671,Email,Sunday,February,6,Q1,Medium
Search_Google,2026-02-08,6161,246,850.16,14,0.03992858302223665,3.4559,60.7257,Search,Sunday,February,6,Q1,High
Social_FB,2026-02-08,26699,355,267.15,10,0.013296378141503426,0.7525,26.715,Social,Sunday,February,6,Q1,Medium
Social_IG,2026-02-08,13023,159,198.25,3,0.012209168394379175,1.2469,66.0833,Social,Sunday,February,6,Q1,Medium
Display_Programmatic,2026-02-09,23784,81,82.07,1,0.0034056508577194754,1.0132,82.07,Display,Monday,February,7,Q1,Low
Email_Newsletter,2026-02-09,7750,182,79.06,18,0.023483870967741936,0.4344,4.3922,Email,Monday,February,7,Q1,Medium
Search_Google,2026-02-09,13787,494,902.59,37,0.03583085515340538,1.8271,24.3943,Search,Monday,February,7,Q1,High
Social_FB,2026-02-09,11130,155,182.39,6,0.013926325247079964,1.1767,30.3983,Social,Monday,February,7,Q1,Medium
Social_IG,2026-02-09,8851,186,235.51,3,0.021014574624336233,1.2662,78.5033,Social,Monday,February,7,Q1,Medium
Display_Programmatic,2026-02-10,37819,156,152.1,1,0.00412491075914223,0.975,152.1,Display,Tuesday,February,7,Q1,Low
Email_Newsletter,2026-02-10,4604,121,55.31,9,0.026281494352736752,0.4571,6.1456,Email,Tuesday,February,7,Q1,Medium
Search_Google,2026-02-10,9240,353,593.9,18,0.038203463203463205,1.6824,32.9944,Search,Tuesday,February,7,Q1,High
Social_FB,2026-02-10,14802,258,261.6,9,0.017430077016619375,1.014,29.0667,Social,Tuesday,February,7,Q1,Medium
Social_IG,2026-02-10,11247,132,160.17,5,0.01173646305681515,1.2134,32.034,Social,Tuesday,February,7,Q1,Medium
Display_Programmatic,2026-02-11,41617,462,496.47,7,0.011101232669341855,1.0746,70.9243,Display,Wednesday,February,7,Q1,Medium
Email_Newsletter,2026-02-11,6458,298,92.02,24,0.04614431712604521,0.3088,3.8342,Email,Wednesday,February,7,Q1,High
Search_Google,2026-02-11,9980,531,998.69,36,0.053206412825651306,1.8808,27.7414,Search,Wednesday,February,7,Q1,High
Social_FB,2026-02-11,14564,204,242.45,8,0.014007140895358419,1.1885,30.3062,Social,Wednesday,February,7,Q1,Medium
Social_IG,2026-02-11,15113,258,305.88,11,0.017071395487328788,1.1856,27.8073,Social,Wednesday,February,7,Q1,Medium
Display_Programmatic,2026-02-12,13971,161,145.45,2,0.011523870875384725,0.9034,72.725,Display,Thursday,February,7,Q1,Medium
Email_Newsletter,2026-02-12,2840,127,40.89,6,0.04471830985915493,0.322,6.815,Email,Thursday,February,7,Q1,High
Search_Google,2026-02-12,11862,539,1542.17,30,0.04543921766987017,2.8612,51.4057,Search,Thursday,February,7,Q1,High
Social_FB,2026-02-12,27426,455,344.4,11,0.016590096988259317,0.7569,31.3091,Social,Thursday,February,7,Q1,Medium
Social_IG,2026-02-12,7508,149,125.97,4,0.019845498135322322,0.8454,31.4925,Social,Thursday,February,7,Q1,Medium
Display_Programmatic,2026-02-13,18511,199,209.97,3,0.010750364648047107,1.0551,69.99,Display,Friday,February,7,Q1,Medium
Email_Newsletter,2026-02-13,6850,376,195.25,32,0.05489051094890511,0.5193,6.1016,Email,Friday,February,7,Q1,High
Search_Google,2026-02-13,7741,390,650.04,25,0.050381087714765536,1.6668,26.0016,Search,Friday,February,7,Q1,High
Social_FB,2026-02-13,16186,229,226.83,4,0.014148029161003337,0.9905,56.7075,Social,Friday,February,7,Q1,Medium
Social_IG,2026-02-13,20587,234,248.42,7,0.011366396269490455,1.0616,35.4886,Social,Friday,February,7,Q1,Medium
Display_Programmatic,2026-02-14,40071,464,316.48,9,0.011579446482493573,0.6821,35.1644,Display,Saturday,February,7,Q1,Medium
Email_Newsletter,2026-02-14,5468,247,169.54,16,0.04517190929041697,0.6864,10.5962,Email,Saturday,February,7,Q1,High
Search_Google,2026-02-14,5571,288,1130.13,24,0.051696284329563816,3.9241,47.0888,Search,Saturday,February,7,Q1,High
Social_FB,2026-02-14,18355,508,434.7,18,0.02767638245709616,0.8557,24.15,Social,Saturday,February,7,Q1,Medium
Social_IG,2026-02-14,15438,162,84.73,3,0.010493587252234746,0.523,28.2433,Social,Saturday,February,7,Q1,Medium
Display_Programmatic,2026-02-15,18050,95,65.92,1,0.005263157894736842,0.6939,65.92,Display,Sunday,February,7,Q1,Low
Email_Newsletter,2026-02-15,3764,91,49.43,6,0.024176408076514347,0.5432,8.2383,Email,Sunday,February,7,Q1,Medium
Search_Google,2026-02-15,12882,372,1316.44,20,0.02887750349324639,3.5388,65.822,Search,Sunday,February,7,Q1,Medium
Social_FB,2026-02-15,21871,597,886.53,25,0.027296419916784782,1.485,35.4612,Social,Sunday,February,7,Q1,Medium
Social_IG,2026-02-15,9643,78,100.58,2,0.008088769055273256,1.2895,50.29,Social,Sunday,February,7,Q1,Low
Display_Programmatic,2026-02-16,33064,107,94.29,2,0.003236148076457779,0.8812,47.145,Display,Monday,February,8,Q1,Low
Email_Newsletter,2026-02-16,3829,100,46.51,11,0.026116479498563595,0.4651,4.2282,Email,Monday,February,8,Q1,Medium
Search_Google,2026-02-16,7896,289,1087.87,24,0.03660081053698075,3.7643,45.3279,Search,Monday,February,8,Q1,High
Social_FB,2026-02-16,18726,218,142.9,4,0.011641567873544804,0.6555,35.725,Social,Monday,February,8,Q1,Medium
Social_IG,2026-02-16,11263,146,113.08,5,0.012962798543904822,0.7745,22.616,Social,Monday,February,8,Q1,Medium
Display_Programmatic,2026-02-17,45478,220,128.19,2,0.004837503848014424,0.5827,64.095,Display,Tuesday,February,8,Q1,Low
Email_Newsletter,2026-02-17,9474,258,81.48,13,0.027232425585813805,0.3158,6.2677,Email,Tuesday,February,8,Q1,Medium
Search_Google,2026-02-17,14265,525,1286.13,41,0.03680336487907466,2.4498,31.369,Search,Tuesday,February,8,Q1,High
Social_FB,2026-02-17,25485,585,588.44,21,0.022954679223072396,1.0059,28.021,Social,Tuesday,February,8,Q1,Medium
Social_IG,2026-02-17,22183,265,372.13,7,0.011946084839742145,1.4043,53.1614,Social,Tuesday,February,8,Q1,Medium
Display_Programmatic,2026-02-18,15212,46,32.02,1,0.0030239284775177492,0.6961,32.02,Display,Wednesday,February,8,Q1,Low
Email_Newsletter,2026-02-18,3783,102,26.05,6,0.02696272799365583,0.2554,4.3417,Email,Wednesday,February,8,Q1,Medium
Search_Google,2026-02-18,10804,341,765.67,29,0.03156238430211033,2.2454,26.4024,Search,Wednesday,February,8,Q1,High
Social_FB,2026-02-18,22341,556,771.67,11,0.02488697909672799,1.3879,70.1518,Social,Wednesday,February,8,Q1,Medium
Social_IG,2026-02-18,16117,277,362.47,5,0.01718682136874108,1.3086,72.494,Social,Wednesday,February,8,Q1,Medium
Display_Programmatic,2026-02-19,35898,399,453.11,7,0.011114825338458968,1.1356,64.73,Display,Thursday,February,8,Q1,Medium
Email_Newsletter,2026-02-19,7411,289,142.64,16,0.03899608689785454,0.4936,8.915,Email,Thursday,February,8,Q1,High
Search_Google,2026-02-19,7891,416,752.2,20,0.05271828665568369,1.8082,37.61,Search,Thursday,February,8,Q1,High
Social_FB,2026-02-19,16123,176,166.54,4,0.010916082614897972,0.9462,41.635,Social,Thursday,February,8,Q1,Medium
Social_IG,2026-02-19,21454,394,349.44,15,0.018364873683229234,0.8869,23.296,Social,Thursday,February,8,Q1,Medium
Display_Programmatic,2026-02-20,35370,163,147.25,1,0.0046084252191122424,0.9034,147.25,Display,Friday,February,8,Q1,Low
Email_Newsletter,2026-02-20,8681,395,177.75,43,0.0455016703144799,0.45,4.1337,Email,Friday,February,8,Q1,High
Search_Google,2026-02-20,10649,430,1643.39,24,0.04037937834538454,3.8218,68.4746,Search,Friday,February,8,Q1,High
Social_FB,2026-02-20,19722,535,472.32,10,0.027127066220464457,0.8828,47.232,Social,Friday,February,8,Q1,Medium
Social_IG,2026-02-20,14740,248,266.46,5,0.01682496607869742,1.0744,53.292,Social,Friday,February,8,Q1,Medium
Display_Programmatic,2026-02-21,13418,55,47.18,1,0.0040989715307795495,0.8578,47.18,Display,Saturday,February,8,Q1,Low
Email_Newsletter,2026-02-21,7095,200,158.1,20,0.028188865398167725,0.7905,7.905,Email,Saturday,February,8,Q1,Medium
Search_Google,2026-02-21,7401,381,782.45,29,0.05147952979327118,2.0537,26.981,Search,Saturday,February,8,Q1,High
Social_FB,2026-02-21,12887,283,212.54,7,0.021960114844416855,0.751,30.3629,Social,Saturday,February,8,Q1,Medium
Social_IG,2026-02-21,8590,136,130.46,6,0.015832363213038415,0.9593,21.7433,Social,Saturday,February,8,Q1,Medium
Display_Programmatic,2026-02-22,28592,300,111.09,6,0.010492445439283717,0.3703,18.515,Display,Sunday,February,8,Q1,Medium
Email_Newsletter,2026-02-22,3126,65,24.14,5,0.020793346129238645,0.3714,4.828,Email,Sunday,February,8,Q1,Medium
Search_Google,2026-02-22,9087,426,807.33,34,0.0468801584681413,1.8951,23.745,Search,Sunday,February,8,Q1,High
Social_FB,2026-02-22,11237,136,191.79,7,0.012102874432677761,1.4102,27.3986,Social,Sunday,February,8,Q1,Medium
Social_IG,2026-02-22,12762,126,84.12,5,0.009873060648801129,0.6676,16.824,Social,Sunday,February,8,Q1,Low
Display_Programmatic,2026-02-23,26528,127,109.62,2,0.004787394451145959,0.8631,54.81,Display,Monday,February,9,Q1,Low
Email_Newsletter,2026-02-23,9106,270,225.21,21,0.02965077970568856,0.8341,10.7243,Email,Monday,February,9,Q1,Medium
Search_Google,2026-02-23,7693,271,913.36,24,0.03522682958533732,3.3703,38.0567,Search,Monday,February,9,Q1,High
Social_FB,2026-02-23,21446,553,460.68,21,0.025785694301967733,0.8331,21.9371,Social,Monday,February,9,Q1,Medium
Social_IG,2026-02-23,7632,107,83.61,4,0.014019916142557652,0.7814,20.9025,Social,Monday,February,9,Q1,Medium
Display_Programmatic,2026-02-24,16036,69,35.33,1,0.0043028186580194566,0.512,35.33,Display,Tuesday,February,9,Q1,Low
Email_Newsletter,2026-02-24,8619,262,171.46,14,0.030397957999767956,0.6544,12.2471,Email,Tuesday,February,9,Q1,High
Search_Google,2026-02-24,10687,420,841.23,21,0.03930008421446617,2.0029,40.0586,Search,Tuesday,February,9,Q1,High
Social_FB,2026-02-24,25771,512,567.05,25,0.019867292693337472,1.1075,22.682,Social,Tuesday,February,9,Q1,Medium
Social_IG,2026-02-24,20674,288,247.97,7,0.01393054077585373,0.861,35.4243,Social,Tuesday,February,9,Q1,Medium
Display_Programmatic,2026-02-25,37826,322,316.06,3,0.008512663247501719,0.9816,105.3533,Display,Wednesday,February,9,Q1,Low
Email_Newsletter,2026-02-25,4099,166,113.88,16,0.0404976823615516,0.686,7.1175,Email,Wednesday,February,9,Q1,High
Search_Google,2026-02-25,10521,462,1600.08,38,0.043912175648702596,3.4634,42.1074,Search,Wednesday,February,9,Q1,High
Social_FB,2026-02-25,27389,406,614.83,8,0.01482346927598671,1.5144,76.8538,Social,Wednesday,February,9,Q1,Medium
Social_IG,2026-02-25,11794,169,178.34,6,0.01432931999321689,1.0553,29.7233,Social,Wednesday,February,9,Q1,Medium
Display_Programmatic,2026-02-26,17023,130,137.55,2,0.007636726781413382,1.0581,68.775,Display,Thursday,February,9,Q1,Low
Email_Newsletter,2026-02-26,7208,305,205.55,19,0.04231409544950056,0.6739,10.8184,Email,Thursday,February,9,Q1,High
Search_Google,2026-02-26,8676,482,1684.09,19,0.05555555555555555,3.494,88.6363,Search,Thursday,February,9,Q1,High
Social_FB,2026-02-26,9862,269,371.15,8,0.02727641452038126,1.3797,46.3938,Social,Thursday,February,9,Q1,Medium
Social_IG,2026-02-26,16253,179,181.44,6,0.011013351381283456,1.0136,30.24,Social,Thursday,February,9,Q1,Medium
Display_Programmatic,2026-02-27,40458,243,155.53,4,0.006006228681595729,0.64,38.8825,Display,Friday,February,9,Q1,Low
Email_Newsletter,2026-02-27,5194,203,137.61,12,0.03908355795148248,0.6779,11.4675,Email,Friday,February,9,Q1,High
Search_Google,2026-02-27,10184,502,1395.01,34,0.0492930086410055,2.7789,41.0297,Search,Friday,February,9,Q1,High
Social_FB,2026-02-27,21344,551,327.1,23,0.025815217391304348,0.5936,14.2217,Social,Friday,February,9,Q1,Medium
Social_IG,2026-02-27,14021,115,149.76,2,0.00820198274017545,1.3023,74.88,Social,Friday,February,9,Q1,Low
Display_Programmatic,2026-02-28,33316,250,120.03,3,0.007503902029055109,0.4801,40.01,Display,Saturday,February,9,Q1,Low
Email_Newsletter,2026-02-28,2805,85,21.9,7,0.030303030303030304,0.2576,3.1286,Email,Saturday,February,9,Q1,High
Search_Google,2026-02-28,8495,324,619.46,23,0.038140082401412596,1.9119,26.933,Search,Saturday,February,9,Q1,High
Social_FB,2026-02-28,10610,253,214.16,8,0.023845428840716304,0.8465,26.77,Social,Saturday,February,9,Q1,Medium
Social_IG,2026-02-28,7987,94,126.93,2,0.011769124827845248,1.3503,63.465,Social,Saturday,February,9,Q1,Medium
Display_Programmatic,2026-03-01,17563,183,162.64,2,0.010419632181290212,0.8887,81.32,Display,Sunday,March,9,Q1,Medium
Email_Newsletter,2026-03-01,5612,161,94.71,13,0.028688524590163935,0.5883,7.2854,Email,Sunday,March,9,Q1,Medium
Search_Google,2026-03-01,11498,467,1776.45,37,0.040615759262480434,3.804,48.0122,Search,Sunday,March,9,Q1,High
Social_FB,2026-03-01,20746,228,329.31,8,0.01099007037501205,1.4443,41.1638,Social,Sunday,March,9,Q1,Medium
Social_IG,2026-03-01,19175,345,330.87,5,0.017992177314211214,0.959,66.174,Social,Sunday,March,9,Q1,Medium
Display_Programmatic,2026-03-02,16717,179,185.44,3,0.010707662858168331,1.036,61.8133,Display,Monday,March,10,Q1,Medium
Email_Newsletter,2026-03-02,6286,260,171.14,15,0.041361756283805284,0.6582,11.4093,Email,Monday,March,10,Q1,High
Search_Google,2026-03-02,16088,903,2976.1,35,0.05612879164594729,3.2958,85.0314,Search,Monday,March,10,Q1,High
Social_FB,2026-03-02,17669,440,649.84,11,0.024902371384911425,1.4769,59.0764,Social,Monday,March,10,Q1,Medium
Social_IG,2026-03-02,22997,298,427.01,9,0.012958211940687915,1.4329,47.4456,Social,Monday,March,10,Q1,Medium
Display_Programmatic,2026-03-03,35004,217,113.02,2,0.006199291509541766,0.5208,56.51,Display,Tuesday,March,10,Q1,Low
Email_Newsletter,2026-03-03,6460,200,79.25,12,0.030959752321981424,0.3962,6.6042,Email,Tuesday,March,10,Q1,High
Search_Google,2026-03-03,9391,318,1048.61,18,0.0338622084974976,3.2975,58.2561,Search,Tuesday,March,10,Q1,High
Social_FB,2026-03-03,22010,373,399.83,13,0.016946842344388913,1.0719,30.7562,Social,Tuesday,March,10,Q1,Medium
Social_IG,2026-03-03,8029,145,136.66,5,0.018059534188566446,0.9425,27.332,Social,Tuesday,March,10,Q1,Medium
Display_Programmatic,2026-03-04,20477,153,111.95,3,0.00747179762660546,0.7317,37.3167,Display,Wednesday,March,10,Q1,Low
Email_Newsletter,2026-03-04,10103,275,219.85,20,0.02721963773136692,0.7995,10.9925,Email,Wednesday,March,10,Q1,Medium
Search_Google,2026-03-04,10192,559,1368.62,39,0.0548469387755102,2.4483,35.0928,Search,Wednesday,March,10,Q1,High
Social_FB,2026-03-04,22869,458,476.5,14,0.020027110936201846,1.0404,34.0357,Social,Wednesday,March,10,Q1,Medium
Social_IG,2026-03-04,25276,348,246.39,12,0.013768001266023105,0.708,20.5325,Social,Wednesday,March,10,Q1,Medium
Display_Programmatic,2026-03-05,12973,141,61.11,1,0.010868727356818007,0.4334,61.11,Display,Thursday,March,10,Q1,Medium
Email_Newsletter,2026-03-05,8111,290,248.24,17,0.03575391443718407,0.856,14.6024,Email,Thursday,March,10,Q1,High
Search_Google,2026-03-05,14379,293,801.76,22,0.020376938591000766,2.7364,36.4436,Search,Thursday,March,10,Q1,Medium
Social_FB,2026-03-05,10184,276,353.92,12,0.027101335428122545,1.2823,29.4933,Social,Thursday,March,10,Q1,Medium
Social_IG,2026-03-05,16022,235,263.26,7,0.014667332417925352,1.1203,37.6086,Social,Thursday,March,10,Q1,Medium
Display_Programmatic,2026-03-06,37941,262,197.16,5,0.006905458475000659,0.7525,39.432,Display,Friday,March,10,Q1,Low
Email_Newsletter,2026-03-06,8788,197,131.73,20,0.02241693218024579,0.6687,6.5865,Email,Friday,March,10,Q1,Medium
